"","ID","Cond","Item","Const","Physical","Virtual","X","X.1","X.2","X.3","X.4","X.5","X.6","subj","item","cond","resp","respcode","condcode"
"1",12,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,12,21,"DO","DO",1,0.5
"2",12,1,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,12,12,"DO","PO",0,0.5
"3",12,1,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,12,3,"DO","PO",0,0.5
"4",12,1,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,12,4,"DO","DO",1,0.5
"5",12,1,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,12,5,"DO","DO",1,0.5
"6",12,1,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,12,15,"DO","PO",0,0.5
"7",16,0,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,16,21,"PO","DO",1,-0.5
"8",16,0,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,16,12,"PO","PO",0,-0.5
"9",16,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,16,4,"PO","PO",0,-0.5
"10",16,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,16,5,"PO","PO",0,-0.5
"11",16,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,16,15,"PO","PO",0,-0.5
"12",25,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,25,3,"DO","DO",1,0.5
"13",25,1,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,25,4,"DO","DO",1,0.5
"14",25,1,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,25,5,"DO","DO",1,0.5
"15",25,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,25,15,"DO","DO",1,0.5
"16",29,0,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,29,21,"PO","DO",1,-0.5
"17",29,0,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,29,12,"PO","PO",0,-0.5
"18",29,0,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,29,3,"PO","DO",1,-0.5
"19",29,0,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,29,4,"PO","DO",1,-0.5
"20",29,0,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,29,5,"PO","DO",1,-0.5
"21",29,0,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,29,15,"PO","DO",1,-0.5
"22",44,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,44,21,"DO","DO",1,0.5
"23",44,1,12,1,0,1,NA,NA,NA,NA,NA,NA,NA,44,12,"DO","DO",1,0.5
"24",44,1,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,44,4,"DO","PO",0,0.5
"25",44,1,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,44,5,"DO","DO",1,0.5
"26",44,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,44,15,"DO","DO",1,0.5
"27",45,0,21,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,21,"PO","PO",0,-0.5
"28",45,0,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,12,"PO","PO",0,-0.5
"29",45,0,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,3,"PO","PO",0,-0.5
"30",45,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,4,"PO","PO",0,-0.5
"31",45,0,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,45,5,"PO","DO",1,-0.5
"32",45,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,45,15,"PO","PO",0,-0.5
"33",48,0,21,0,0,1,NA,NA,NA,NA,NA,NA,NA,48,21,"PO","PO",0,-0.5
"34",48,0,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,48,12,"PO","PO",0,-0.5
"35",48,0,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,48,3,"PO","DO",1,-0.5
"36",48,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,48,4,"PO","PO",0,-0.5
"37",48,0,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,48,5,"PO","PO",0,-0.5
"38",48,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,48,15,"PO","PO",0,-0.5
"39",57,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,57,21,"DO","DO",1,0.5
"40",57,1,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,57,12,"DO","PO",0,0.5
"41",57,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,57,22,"DO","DO",1,0.5
"42",57,1,23,1,0,1,NA,NA,NA,NA,NA,NA,NA,57,23,"DO","DO",1,0.5
"43",57,1,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,57,24,"DO","DO",1,0.5
"44",57,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,57,15,"DO","DO",1,0.5
"45",60,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,60,22,"DO","DO",1,0.5
"46",60,1,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,60,24,"DO","DO",1,0.5
"47",60,1,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,60,15,"DO","PO",0,0.5
"48",61,0,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,61,4,"PO","DO",1,-0.5
"49",64,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,64,15,"PO","PO",0,-0.5
"50",73,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,73,22,"DO","DO",1,0.5
"51",73,1,23,0,0,1,NA,NA,NA,NA,NA,NA,NA,73,23,"DO","PO",0,0.5
"52",73,1,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,73,15,"DO","PO",0,0.5
"53",76,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,76,21,"DO","DO",1,0.5
"54",76,1,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,76,12,"DO","PO",0,0.5
"55",76,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,76,22,"DO","DO",1,0.5
"56",76,1,23,1,0,1,NA,NA,NA,NA,NA,NA,NA,76,23,"DO","DO",1,0.5
"57",76,1,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,76,24,"DO","DO",1,0.5
"58",76,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,76,15,"DO","DO",1,0.5
"59",89,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,89,21,"DO","DO",1,0.5
"60",89,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,89,22,"DO","DO",1,0.5
"61",89,1,23,1,0,1,NA,NA,NA,NA,NA,NA,NA,89,23,"DO","DO",1,0.5
"62",89,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,89,15,"DO","DO",1,0.5
"63",92,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,92,21,"DO","DO",1,0.5
"64",92,1,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,92,12,"DO","PO",0,0.5
"65",92,1,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,92,22,"DO","DO",1,0.5
"66",92,1,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,92,24,"DO","DO",1,0.5
"67",92,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,92,15,"DO","DO",1,0.5
"68",93,0,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,93,12,"PO","PO",0,-0.5
"69",93,0,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,93,22,"PO","DO",1,-0.5
"70",93,0,23,0,0,1,NA,NA,NA,NA,NA,NA,NA,93,23,"PO","PO",0,-0.5
"71",93,0,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,93,24,"PO","DO",1,-0.5
"72",93,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,93,15,"PO","PO",0,-0.5
"73",96,0,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,96,21,"PO","DO",1,-0.5
"74",96,0,23,0,0,1,NA,NA,NA,NA,NA,NA,NA,96,23,"PO","PO",0,-0.5
"75",96,0,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,96,24,"PO","DO",1,-0.5
"76",96,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,96,15,"PO","PO",0,-0.5
"77",105,1,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,105,21,"DO","DO",1,0.5
"78",105,1,12,0,0,1,NA,NA,NA,NA,NA,NA,NA,105,12,"DO","PO",0,0.5
"79",105,1,23,1,0,1,NA,NA,NA,NA,NA,NA,NA,105,23,"DO","DO",1,0.5
"80",105,1,24,1,0,1,NA,NA,NA,NA,NA,NA,NA,105,24,"DO","DO",1,0.5
"81",105,1,15,1,0,1,NA,NA,NA,NA,NA,NA,NA,105,15,"DO","DO",1,0.5
"82",109,0,22,0,0,1,NA,NA,NA,NA,NA,NA,NA,109,22,"PO","PO",0,-0.5
"83",109,0,24,0,0,1,NA,NA,NA,NA,NA,NA,NA,109,24,"PO","PO",0,-0.5
"84",109,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,109,15,"PO","PO",0,-0.5
"85",127,0,21,1,0,1,NA,NA,NA,NA,NA,NA,NA,127,21,"PO","DO",1,-0.5
"86",127,0,23,1,0,1,NA,NA,NA,NA,NA,NA,NA,127,23,"PO","DO",1,-0.5
