200,48,1,1.64106770964714
300,48,1,60.5658025921516
200,48,2,1058.08376482324
200,48,1,2.71896323907919
300,48,1,22.841787559693
200,48,2,51.214636473302
200,48,1,0.371533058007219
300,48,1,1.40815367339786
400,48,1,81.8555296315328
200,48,2,4.46740615270791
300,48,2,149.951764950318
200,48,1,16.0338979601757
200,48,2,0.959227621709865
300,48,2,5.03479139646754
400,48,2,9.26921268565708
200,48,1,6.34985365150889
200,48,2,0.947476337022166
300,48,2,24.5805675343175
200,48,1,3.90802540164893
300,48,1,13.6700624183396
200,48,2,5.18376009108724
300,48,2,2.07681647478042
400,48,2,18.0524794386666
200,48,1,58.1138158357554
200,48,2,3.12663445508508
300,48,2,0.620071462719115
400,48,2,0.3712845919771
500,48,2,0.458656888119147
200,48,1,0.189566701505244
300,48,1,0.510942233786685
400,48,1,2.27840163091017
500,48,1,8.39527320095061
200,48,2,1.61125589942872
300,48,2,6.59486821816909
200,48,1,3.88279700037756
300,48,1,0.307794051596224
400,48,1,0.53048284113195
500,48,1,0.816468120078415
200,48,2,0.528147785780087
300,48,2,35.8872163974639
200,48,1,0.323196379047162
300,48,1,2.69375949876171
400,48,1,76.4655518166761
200,48,2,822.068165794739
200,48,1,16745.1069382374
200,48,2,3.60589052157956
300,48,2,3416.25040209082
200,48,1,1.55191831097658
300,48,1,3.57021227529672
400,48,1,9.00488990811853
200,48,2,69.6517566507172
200,48,1,95.7333054302315
200,48,2,0.854158559811055
300,48,2,7.41506059106744
200,48,1,4.72926411190642
300,48,1,34.0995469776949
200,48,2,3.65191617580933
300,48,2,10.3051817502123
200,48,1,5.56126035229105
300,48,1,2953.22526741066
200,48,2,11.4463650417612
200,48,1,0.180881139084742
300,48,1,0.780131681815219
400,48,1,6.04875299992863
200,48,2,117.540340561282
200,48,1,23.6045677630008
200,48,2,1.42440278683549
300,48,2,2.84245235154086
400,48,2,88.3708326463749
200,48,1,0.170819845913277
300,48,1,0.585909636955342
400,48,1,1.64273657586258
500,48,1,5.82930618451753
200,48,2,10.570909777024
200,48,1,1.13057435371141
300,48,1,1.68210895075668
400,48,1,1.86750014962498
500,48,1,6.75932605246639
200,48,2,5932.39600012181
200,48,1,1765.29164165159
200,48,2,47.7494878507586
200,48,1,7.95433726491058
200,48,2,4.38126345943257
300,48,2,1.98230166526952
400,48,2,0.343532183739544
500,48,2,4.42191856691447
200,48,1,3031.28794064335
200,48,2,3075.20333608374
200,48,1,3.02998448244819
300,48,1,0.875210268692232
400,48,1,1.09858973402473
500,48,1,118.29884060337
200,48,2,3119.77123364044
200,48,1,9.49394473618389
200,48,2,0.360849066286438
300,48,2,0.149236638897693
200,48,1,183.272356793299
200,48,2,237.246599222948
200,48,1,0.920886350491414
300,48,1,1.15834333155758
400,48,1,1.40741125318904
500,48,1,2.63295421306513
200,48,2,1.11258311556508
300,48,2,1.45332663198212
400,48,2,6.91489431747093
200,48,1,70.0619864070353
200,48,2,19.3315329864032
200,48,1,1.41025151409305
300,48,1,8.78586539135701
200,48,2,0.320348875338747
300,48,2,0.488674894802901
400,48,2,0.463213827787272
500,48,2,0.170130606660384
200,48,1,3.22532869725158
300,48,1,6.78967742881202
200,48,2,41056.5323998418
200,48,1,0.427590728664975
300,48,1,0.153200067792744
200,48,2,0.362975296555943
300,48,2,0.873156150299112
400,48,2,86.6819655172714
200,48,1,2.09094993630389
300,48,1,14.8597579566266
200,48,2,633.674736201717
200,48,1,3.76273280188851
300,48,1,16.4279000360648
200,48,2,21.1347677154683
200,48,1,6.88976997024155
200,48,2,311.862680498239
200,48,1,2.76703453310325
300,48,1,2.02683990426378
400,48,1,31.5499594159072
200,48,2,17.8935928769732
200,48,1,2.46335453643729
300,48,1,20.1862321478061
200,48,2,29274.9681382288
200,48,1,3.45344764959117
300,48,1,15.2367542742671
200,48,2,0.322051397907837
300,48,2,12.4111720381936
200,48,1,38.3173639835418
200,48,2,0.264286402597623
300,48,2,1.26017631878768
400,48,2,2.61109825751155
500,48,2,37.7571947407526
200,48,1,55.2707660209559
200,48,2,0.360813831726206
300,48,2,0.320830734257094
400,48,2,0.832583806060686
500,48,2,1.39099218835801
200,48,1,277.119153767477
200,48,2,37334.06967357
200,48,1,0.975278395424059
300,48,1,18.7751959988486
200,48,2,0.238846148044189
300,48,2,2.71331968870959
400,48,2,4.7161319780683
500,48,2,239.702092400884
200,48,1,36.711923866884
200,48,2,0.508802324903206
300,48,2,5.83946432306072
400,48,2,9.07189168286513
200,48,1,130.060954738249
200,48,2,1.94367345059691
300,48,2,2.21035489501587
400,48,2,10.4580873193177
200,48,1,0.253862796027029
300,48,1,0.701503631143764
400,48,1,10.8240626573741
200,48,2,1284095.88200992
200,48,1,10.7520175568744
200,48,2,11.3658686658386
200,48,1,9.14062891179047
200,48,2,18.1120081431147
200,48,1,9367.4365030293
200,48,2,0.329932671501956
300,48,2,0.973669363945649
400,48,2,12.2939099555349
200,48,1,0.360443775931036
300,48,1,0.455653166786594
400,48,1,0.780302990166813
500,48,1,6.69955254268473
200,48,2,2.46080529721893
300,48,2,2.8842821199637
400,48,2,9.02476307342307
200,48,1,1.607864508615
300,48,1,4.65570431499772
400,48,1,42.6582389430699
200,48,2,0.168427528351757
300,48,2,0.950934496399269
400,48,2,1.61795939669446
500,48,2,12.7198707514145
200,48,1,1.60143594209683
300,48,1,1.87324900337467
400,48,1,16.3619431567724
200,48,2,2.21183184044469
300,48,2,2.65578023076937
400,48,2,3.24225411386609
500,48,2,25.2029594207274
200,48,1,3.32337336825851
300,48,1,21.1370397534161
200,48,2,0.8905222106631
300,48,2,2.36353102195894
400,48,2,38.0214346095716
200,48,1,520110926.64043
200,48,2,6.61863340219473
200,48,1,3699.77854087571
200,48,2,43.1790581687238
200,48,1,1.06166955067708
300,48,1,0.625580398985223
400,48,1,102.8211138931
200,48,2,36.245944787875
200,48,1,0.486119572146241
300,48,1,1.5815644155938
400,48,1,76.544523655331
200,48,2,1749.60301281435
200,48,1,305786.093126044
200,48,2,0.248581523964092
300,48,2,7.01413264356336
200,48,1,0.17851114361937
300,48,1,0.166475794962549
200,48,2,0.287315273180775
300,48,2,0.68339588243751
400,48,2,28.5528506854658
200,48,1,0.405104833430618
300,48,1,0.845752906726785
400,48,1,0.971997204036768
500,48,1,1.46654806783075
200,48,2,1.11858782268772
300,48,2,10.4716848288488
200,48,1,4383.17414365619
200,48,2,15.1911835354865
200,48,1,6.7891890448596
200,48,2,0.483915987763638
300,48,2,0.492980820636771
400,48,2,3.06868065912206
500,48,2,21.3552926309251
200,48,1,439.018381301333
200,48,2,105.128669154905
200,48,1,3888.42706983036
200,48,2,857.315850618973
200,48,1,484.926918216615
200,48,2,13.2939546580446
200,48,1,24.4702091227405
200,48,2,3.98986290223062
300,48,2,94.8997332011571
200,48,1,9232.82258137739
200,48,2,0.851129488110215
300,48,2,1.48755666495664
400,48,2,5.35551009367114
500,48,2,7.29515001523888
200,48,1,2565.38139281308
200,48,2,0.338053073191113
300,48,2,1.28935461282034
400,48,2,10.3600296522069
200,48,1,0.743452624021587
300,48,1,6.54980745548651
200,48,2,1.12671911584985
300,48,2,2.0728686050125
400,48,2,2.49337477366854
500,48,2,4.92399183183058
200,48,1,107.624234108261
200,48,2,82.2034049456742
200,48,1,0.25314012711855
300,48,1,0.399353982260597
400,48,1,0.352012621235418
500,48,1,0.445047091598629
200,48,2,2.37270597121179
300,48,2,0.844437148512414
400,48,2,3.1777855490517
500,48,2,13.2114125020052
200,48,1,8.03510671967297
200,48,2,444.508900752976
200,48,1,195755.467867395
200,48,2,337582.11544299
200,48,1,19.2796311119014
200,48,2,277.137336422355
200,48,1,0.226845899130695
300,48,1,0.311356268328748
400,48,1,4.81793604054503
500,48,1,85.5519790878309
200,48,2,0.70458807172669
300,48,2,5.84666377911495
400,48,2,35.0056321806722
200,48,1,0.274845676682028
300,48,1,0.414073518513798
400,48,1,0.532223726643227
500,48,1,0.346157784964584
200,48,2,198.337502917513
200,48,1,3.20743985867298
300,48,1,29.69788399532
200,48,2,485.523475250407
200,48,1,256.945093698625
200,48,2,791.708874679945
200,48,1,1.15089649119377
300,48,1,1.39504418364213
400,48,1,4.33705778726028
500,48,1,21.3301735900994
200,48,2,2349.92506300394
